void_fraction,surface_area_m2g,pld,lcd,surface_area_m2cm3
0.96,8023,18.9,25.9,897
0.9,7790,14.9,16.3,2255
0.86,4328,11.1,15.0,1738
0.97,7263,29.7,42.4,644
0.86,4070,12.7,14.5,1847
0.86,4194,11.9,13.8,1819
0.52,479,4.5,6.7,459
0.58,906,5.0,6.8,824
0.84,4034,11.2,16.1,1683
0.54,688,5.0,6.3,720
0.88,5055,16.8,20.1,1393
0.87,4865,15.0,18.7,1397
0.9,5698,16.6,19.0,1414
0.9,5482,14.7,17.2,1490
0.96,6585,25.2,35.0,796
0.88,6617,9.5,13.8,1996
0.92,6609,16.8,20.3,1328
0.93,6977,17.7,19.8,1270
0.92,5982,21.5,23.6,1189
0.93,6003,18.4,21.9,1240
0.94,7296,19.9,22.9,1170
0.85,5074,10.7,12.9,1938
0.94,7160,20.2,23.5,1147
0.91,5062,24.9,26.2,1245
0.94,5817,26.4,28.3,1061
0.96,6803,24.9,34.2,773
0.95,6422,26.5,28.4,975
0.95,6950,26.1,28.5,967
0.94,6766,25.0,27.3,969
0.95,6260,25.2,28.0,926
0.95,7872,22.5,25.0,948
0.95,6747,20.5,25.4,1023
0.95,7658,22.0,26.2,991
0.71,2270,6.7,8.0,1488
0.95,7092,25.6,29.0,937
0.94,6445,24.9,29.1,970
0.96,7107,24.2,34.8,744
0.95,8158,23.7,28.1,1007
0.95,7963,24.4,28.0,987
0.96,8206,25.0,28.4,908
0.96,7639,25.5,27.9,875
0.96,6774,29.1,32.0,820
0.96,8038,24.6,27.7,884
0.96,7744,26.3,28.8,850
0.96,7649,29.5,33.0,790
0.88,5792,13.1,15.0,1738
0.96,7473,27.7,32.0,802
0.96,6869,25.7,35.0,731
0.96,8024,27.1,30.7,805
0.96,7139,28.4,31.5,752
0.97,7802,29.7,33.9,706
0.97,7317,33.7,36.5,662
0.96,6806,32.3,35.6,660
0.97,8452,33.1,36.1,623
0.97,8771,32.0,36.3,650
0.75,2964,7.3,8.4,1785
0.69,2097,7.9,8.6,1518
0.87,4954,15.7,17.5,1729
0.96,6389,28.0,38.1,689
0.87,4793,15.5,18.5,1383
0.86,4565,15.3,19.0,1477
0.86,4748,12.4,15.7,1605
0.32,0,3.0,3.8,0
0.78,3445,10.6,12.6,1734
0.78,3362,8.2,10.6,1856
0.58,1040,4.9,6.1,966
0.81,4007,7.2,9.7,2396
0.87,4973,11.7,13.7,1782
0.87,5358,9.8,12.8,1956
0.97,8106,22.4,32.4,739
0.91,5677,14.3,15.7,1617
0.86,4340,17.0,17.5,1548
0.89,4715,14.0,17.6,1539
0.91,5759,15.7,18.7,1424
0.76,2971,7.2,8.8,2177
0.91,6156,15.0,17.2,1538
0.87,4399,16.4,19.4,1568
0.91,4958,19.1,21.9,1325
0.92,5393,20.4,22.9,1258
0.92,5924,20.0,22.3,1252
0.96,6871,24.2,34.7,782
0.92,5706,20.3,22.6,1247
0.91,5517,12.8,16.7,1534
0.94,7114,18.9,20.6,1219
0.87,4389,20.4,21.6,1457
0.93,6953,16.8,21.0,1293
0.59,283,3.4,5.1,286
0.93,6399,19.9,23.2,1153
0.88,5084,22.0,22.9,1499
0.93,6670,22.0,23.9,1324
0.92,6742,20.6,23.0,1255
0.97,7828,26.4,36.8,702
0.94,7094,21.3,24.4,1117
0.94,6578,21.5,23.9,1077
0.92,5199,25.1,26.5,1216
0.94,7226,19.9,23.4,1125
0.94,7237,19.7,22.1,1137
0.94,6915,24.0,26.9,1022
0.82,3579,9.5,10.8,1989
0.94,6894,20.7,24.2,1077
0.95,7480,22.1,24.9,1050
0.95,6486,21.5,24.6,994
0.52,1034,6.9,7.8,1239
0.9,5400,13.7,19.8,1538
0.95,7270,23.0,26.8,935
0.95,6805,27.9,30.3,855
0.96,6180,28.4,31.1,813
0.96,8192,26.5,29.5,808
0.96,7995,28.9,33.3,791
0.48,247,4.2,5.0,266
0.46,353,4.7,5.3,420
0.56,754,4.7,5.7,778
0.4,69,3.6,4.9,78
0.47,313,4.6,5.6,340
0.96,7275,26.5,35.9,703
0.76,2987,9.2,11.3,1755
0.77,2527,7.4,8.3,2124
0.85,4424,11.1,13.7,1774
0.54,793,5.2,6.2,710
0.8,3494,7.7,8.3,2081
0.89,4697,12.4,14.1,1771
0.89,6028,10.7,13.3,1821
0.92,6113,16.1,17.8,1449
0.82,4404,8.8,9.9,2328
0.92,6016,13.6,16.9,1545
0.96,7398,25.8,36.9,791
0.92,5597,16.2,18.2,1409
0.81,3807,9.2,10.2,1981
0.57,729,5.4,6.5,737
0.83,4633,10.7,10.9,2129
0.94,6225,15.6,19.1,1379
0.69,1630,8.5,9.1,1167
0.93,6278,14.5,18.2,1397
0.93,6783,17.5,19.8,1338
0.93,6430,14.8,18.2,1435
0.93,5928,17.6,20.3,1268
0.97,8081,28.5,39.3,710
0.88,7182,11.6,12.9,2476
0.95,6636,18.8,22.0,1183
0.92,7588,13.4,14.8,1755
0.86,4286,11.6,12.8,1826
0.91,6966,12.6,15.1,1693
0.78,2657,5.5,7.1,1609
0.85,5945,10.1,10.8,2445
0.82,5010,10.2,11.5,2180
0.84,4741,11.6,12.2,1978
0.88,6887,12.4,12.6,2467
0.96,7968,27.3,38.1,710
0.95,6659,17.6,22.7,1143
0.87,6680,11.7,12.4,2441
0.87,5897,13.0,13.4,2077
0.94,7559,15.9,20.8,1220
0.77,2600,6.2,7.3,1888
0.95,7375,19.2,23.9,1071
0.87,5852,14.2,14.8,2069
0.88,6188,14.0,14.7,2239
0.93,7729,14.2,16.9,1547
0.95,7244,19.8,25.2,978
0.97,8346,26.9,37.5,673
0.95,6572,22.7,26.4,906
0.89,6826,16.7,17.7,1952
0.9,8122,14.7,15.5,2231
0.89,4706,11.9,14.9,1686
0.89,4683,13.5,15.4,1745
0.89,4456,13.3,16.1,1582
0.55,688,5.2,5.9,619
0.49,381,5.0,6.0,372
0.57,805,6.8,8.1,734
0.73,1794,4.8,7.0,1888
0.97,7831,25.1,35.9,669
0.57,874,6.0,7.1,800
0.56,605,6.3,6.7,565
0.7,1659,6.3,7.2,1272
0.82,3986,7.2,8.9,2596
0.89,5630,10.0,12.6,1894
0.9,5760,12.1,14.9,1688
0.86,5507,8.3,9.5,2638
0.77,2370,9.4,10.0,1529
0.8,3152,9.3,10.1,1949
0.78,2958,9.9,10.3,1657
0.97,6989,28.4,40.0,635
0.82,3576,9.0,11.2,2030
0.83,4381,10.5,10.8,2109
0.93,5928,13.1,17.5,1473
0.78,2416,11.1,11.5,1504
0.79,2504,11.1,12.2,1468
0.94,6635,18.1,21.1,1259
0.91,6365,11.9,15.2,1650
0.92,5759,12.9,16.5,1561
0.89,6784,12.0,12.2,2428
0.78,2396,10.9,12.0,1436
0.97,8110,26.9,37.7,646
0.93,7123,13.2,17.1,1436
0.86,4056,9.6,11.6,1954
0.91,6695,13.1,15.8,1668
0.79,2119,5.5,6.9,1334
0.8,3643,10.0,10.4,1876
0.78,3468,10.0,10.7,1798
0.83,4269,11.7,12.0,1921
0.88,6089,13.1,13.4,2296
0.8,2610,13.4,14.1,1418
0.86,5180,12.9,13.3,2052
0.97,7937,26.0,36.4,651
0.87,5665,13.3,13.5,2064
0.95,7362,16.9,21.8,1126
0.77,2123,4.7,5.7,1674
0.95,7137,21.0,24.6,1020
0.86,5116,14.8,15.2,1852
0.88,5829,14.9,15.3,2183
0.95,7550,17.5,23.5,1061
0.94,7093,16.4,18.9,1351
0.95,6418,17.2,22.2,1099
0.89,6195,17.6,17.9,1798
0.79,3638,9.5,10.9,2109
0.61,1531,7.0,8.1,1688
0.97,7711,31.1,41.7,585
0.9,7860,14.5,15.2,2322
0.88,4306,12.6,15.8,1629
0.89,4318,12.7,15.3,1767
0.88,4348,11.4,12.6,1934
0.72,1720,5.6,6.6,1330
0.49,666,5.6,6.9,660
0.52,747,5.7,6.5,745
0.6,167,3.2,5.0,208
0.84,4322,9.5,14.0,1756
0.53,632,4.9,6.5,587
0.91,5994,13.8,20.5,1470
0.66,1403,5.0,7.3,1129
0.89,4426,12.4,15.8,1625
0.89,5448,12.3,15.8,1657
0.91,5591,15.3,18.9,1503
0.84,5290,6.7,8.9,2762
0.73,2142,7.9,9.2,1414
0.91,5284,14.4,19.6,1430
0.76,2691,8.3,9.5,1558
0.59,297,3.4,5.1,300
0.78,2946,8.0,10.2,1717
0.97,7551,30.1,40.2,600
0.94,5750,20.2,24.2,1131
0.83,3812,10.3,11.4,1999
0.94,6044,18.6,23.4,1157
0.94,6455,19.4,23.7,1138
0.94,6228,19.5,23.8,1118
0.94,5689,19.0,23.1,1109
0.88,6534,9.7,11.8,2487
0.8,3112,11.2,11.9,1672
0.93,7016,12.7,17.5,1459
0.84,3880,10.0,13.2,1836
0.97,7910,30.6,42.2,565
0.94,6525,18.1,22.6,1125
0.83,4994,6.6,9.1,2605
0.8,3497,10.3,11.3,1809
0.84,5393,10.7,12.7,2255
0.88,6839,10.7,12.8,2544
0.87,6388,11.7,13.4,2465
0.94,6433,14.2,20.1,1258
0.87,5855,11.8,13.1,2198
0.87,5676,11.8,14.0,2100
0.95,7159,20.6,25.8,962
0.97,7175,28.0,39.3,565
0.74,1699,4.2,6.0,1376
0.95,6965,21.4,26.3,950
0.86,5434,13.6,14.6,1975
0.87,5830,13.9,15.0,2200
0.96,7339,22.1,28.3,858
0.96,6939,21.9,27.9,835
0.96,6344,28.0,31.5,738
0.96,8010,18.9,25.7,896
0.9,7761,14.8,16.3,2272
0.87,4312,12.8,15.1,1742
0.98,7812,32.9,45.4,500
0.86,4170,13.5,15.2,1848
0.87,4224,12.9,15.3,1731
0.53,498,4.4,6.6,477
0.57,827,4.8,6.2,748
0.56,872,4.6,7.2,816
0.54,692,5.0,6.3,725
0.88,5202,15.2,18.5,1442
0.87,4740,16.1,18.9,1381
0.9,5610,17.0,19.6,1386
0.69,2154,8.9,9.8,1517
0.98,7430,33.1,45.1,491
0.91,6548,15.1,18.7,1450
0.92,6572,17.4,20.8,1311
0.93,6979,17.8,20.0,1266
0.93,5963,21.9,24.3,1170
0.93,5966,19.1,22.9,1193
0.94,7063,20.3,23.8,1125
0.86,5015,11.7,14.0,1797
0.94,7286,20.3,23.0,1166
0.94,6223,21.6,25.8,1033
0.93,5750,25.8,26.9,1105
0.98,6868,36.9,49.3,464
0.95,6616,23.3,27.0,987
0.95,7102,23.1,26.7,989
0.95,6844,22.1,25.6,988
0.93,6356,15.7,20.7,1184
0.95,7871,23.1,25.1,946
0.95,6536,25.7,28.7,945
0.95,7663,24.9,28.5,934
0.87,5193,13.2,15.7,1660
0.95,7196,25.4,29.4,884
0.93,6000,22.1,24.7,992
0.98,8490,33.8,46.8,450
0.95,8152,23.7,28.1,1007
0.95,7974,23.9,27.8,993
0.96,8147,24.9,28.0,906
0.96,7629,25.2,27.9,874
0.92,5320,30.8,31.7,1110
0.96,7780,25.9,28.8,852
0.96,8065,24.4,27.7,888
0.96,7678,27.4,31.7,802
0.88,5791,13.2,15.0,1737
0.96,7415,29.8,32.7,792
0.98,8841,36.0,49.7,456
0.96,7938,27.2,31.3,787
0.96,7142,28.2,31.4,755
0.97,7790,33.4,36.6,692
0.96,7313,34.0,37.4,672
0.96,6811,30.9,34.4,673
0.97,8475,32.7,36.3,623
0.97,8753,32.7,36.1,652
0.86,5657,8.9,10.8,2179
0.6,1415,7.6,8.0,1232
0.87,4996,13.5,16.1,1664
0.6,1593,6.8,7.9,1807
0.92,5570,15.7,23.5,1338
0.87,4802,15.5,18.5,1382
0.87,4580,15.8,18.3,1436
0.88,4635,14.9,18.2,1450
0.32,0,2.9,3.8,0
0.78,3365,10.2,12.8,1699
0.76,3338,7.0,9.4,2029
0.56,893,5.1,5.8,826
0.84,3868,9.3,11.5,1948
0.87,4830,12.0,14.1,1706
0.88,5011,13.3,15.4,1658
0.91,5530,13.6,21.5,1478
0.91,5673,14.2,15.6,1619
0.82,4907,7.1,9.3,2560
0.89,4547,14.0,17.2,1517
0.91,6137,14.5,17.0,1538
0.76,2866,7.9,9.6,2088
0.91,5769,15.6,18.7,1429
0.88,5544,9.1,11.9,2055
0.64,1525,8.2,8.4,1213
0.69,1920,9.1,9.5,1374
0.92,6084,17.4,20.5,1282
0.92,5426,15.3,22.8,1369
0.92,5899,18.5,21.1,1259
0.92,5427,16.9,19.9,1275
0.94,7122,18.8,20.5,1222
0.93,5700,19.2,22.5,1241
0.93,7013,16.6,20.2,1317
0.58,222,3.4,5.4,225
0.93,6340,20.5,23.7,1149
0.88,5077,21.7,23.2,1495
0.93,6678,21.8,23.8,1313
0.92,6724,20.2,23.1,1249
0.91,5441,16.5,24.1,1260
0.94,7098,21.8,24.4,1118
0.94,6593,21.5,23.8,1080
0.94,5968,21.9,25.0,1092
0.94,7221,19.5,21.8,1141
0.94,7229,19.8,23.4,1127
0.95,7100,22.0,25.6,1032
0.82,3577,9.5,10.8,1991
0.94,6728,24.1,27.3,1034
0.95,7470,21.9,24.8,1046
0.95,6486,21.1,24.3,999
0.91,5645,15.6,22.6,1401
0.95,7287,24.2,27.8,913
0.95,6851,24.8,27.9,877
0.96,6202,26.0,29.4,830
0.96,8198,25.7,29.3,812
0.96,7986,29.1,32.8,790
0.77,2938,11.2,12.0,1824
0.66,1229,4.2,6.2,1106
0.56,577,4.7,5.7,606
0.4,74,3.3,4.9,83
0.74,3007,9.3,11.2,1745
0.91,5373,16.2,23.3,1345
0.75,2941,9.5,13.1,1719
0.36,420,5.8,6.8,762
0.57,1066,10.7,12.6,983
0.79,3324,8.9,14.9,1825
0.66,1286,12.7,13.6,1077
0.84,3788,9.7,15.3,1865
0.7,1886,12.8,13.7,1346
0.8,3268,12.8,14.3,1910
0.9,5128,12.7,17.4,1634
0.65,1118,12.0,12.8,1033
0.89,4733,13.1,19.1,1590
0.61,1032,12.1,12.9,1012
0.91,5829,13.3,20.8,1555
0.81,3778,8.8,12.7,2199
0.91,5809,13.3,20.8,1551
0.88,5145,14.7,17.5,2014
0.9,5516,18.4,20.5,1921
0.92,5473,13.5,24.2,1325
0.92,6003,14.9,23.1,1366
0.92,5732,15.0,23.8,1316
0.92,5186,14.6,22.9,1300
0.94,6373,22.3,30.9,1004
0.93,6232,16.7,22.7,1208
0.75,1860,17.0,17.4,1257
0.93,6547,15.3,24.6,1300
0.57,1035,9.1,10.5,1067
0.81,3743,17.0,18.3,1787
0.92,6002,14.5,23.7,1392
0.93,7014,15.2,25.7,1351
0.93,6861,15.7,25.7,1330
0.94,6970,17.1,26.0,1198
0.94,6352,17.5,25.8,1130
0.94,6134,20.5,27.6,1047
0.94,5941,15.7,27.3,1146
0.94,6721,16.9,26.1,1146
0.94,6722,16.9,26.1,1147
0.94,6796,20.8,26.3,1198
0.82,3698,8.5,12.2,2233
0.77,2144,20.5,21.0,1260
0.95,7087,19.4,29.4,1061
0.95,6150,19.9,28.9,985
0.96,7043,20.5,32.4,922
0.95,6535,20.4,31.0,897
0.95,6557,21.1,28.6,981
0.95,5952,20.4,30.8,887
0.96,7655,23.3,34.4,811
0.96,7815,22.2,34.6,833
0.62,1149,9.6,10.6,1077
0.67,1598,7.6,9.2,1469
0.63,1141,9.7,10.8,1095
0.78,3281,7.8,15.2,1794
0.8,3238,9.0,14.4,1838
0.81,3154,10.4,15.0,1800
0.75,1727,5.6,10.0,1618
0.66,2378,6.7,8.3,2236
0.95,6096,20.3,28.3,972
0.84,4560,8.6,17.2,1921
0.84,4249,9.7,17.4,1759
0.88,5213,8.7,17.7,1922
0.88,4728,10.2,17.7,1835
0.89,5931,10.1,18.0,1843
0.9,6053,10.5,18.2,1805
0.92,6486,12.4,19.7,1588
0.91,5860,11.0,21.1,1613
0.91,5529,11.0,20.6,1642
0.92,6880,12.5,22.9,1519
0.95,7195,23.6,31.8,879
0.82,4046,7.4,12.1,2253
0.92,6813,12.9,21.5,1508
0.93,6099,14.6,23.0,1368
0.93,6001,13.2,22.7,1439
0.93,6388,13.1,24.9,1374
0.93,6899,14.5,24.7,1330
0.94,6590,15.0,24.4,1288
0.93,5914,14.8,25.2,1277
0.95,7671,15.9,24.7,1202
0.94,6549,13.2,24.2,1357
0.96,7239,23.6,32.5,865
0.94,7551,15.9,25.5,1249
0.85,4322,7.6,14.0,2120
0.94,6952,15.1,25.5,1243
0.92,6593,14.6,21.0,1416
0.94,7989,14.5,26.1,1329
0.94,7745,15.1,25.6,1297
0.95,8108,16.0,27.3,1201
0.95,7435,17.2,27.3,1128
0.95,6725,16.0,28.1,1146
0.95,7911,15.5,27.6,1158
0.96,7587,23.4,32.0,803
0.95,7739,16.1,26.2,1143
0.95,7635,16.5,28.5,1110
0.87,4828,8.9,15.0,2082
0.94,7429,17.3,26.1,1260
0.95,7854,17.3,28.4,1067
0.95,6869,17.5,29.3,1014
0.96,7752,19.2,30.8,941
0.96,7285,20.1,32.5,910
0.95,6568,19.4,32.2,906
0.96,8529,20.6,33.6,831
0.96,6970,24.1,35.3,805
0.96,8762,20.6,34.2,851
0.85,4590,8.7,13.8,2165
0.74,2458,7.7,11.4,1673
0.85,4562,8.2,13.9,2163
0.83,4297,8.8,16.4,1861
0.83,4044,7.9,14.9,1918
0.83,4087,8.3,14.6,1990
0.72,1289,5.5,9.8,1348
0.81,4123,8.1,13.1,1983
0.84,4038,8.5,15.2,1862
0.96,6599,24.4,34.5,800
0.86,4900,10.5,14.2,2186
0.88,4527,10.6,16.8,1839
0.89,5539,10.1,18.4,1775
0.9,5730,10.6,18.4,1756
0.92,6031,12.7,20.2,1565
0.91,5692,11.3,19.5,1621
0.91,5366,11.6,19.8,1606
0.93,6355,13.1,23.2,1458
0.82,3653,6.9,12.4,2196
0.92,6539,13.2,21.5,1484
0.97,7679,26.5,35.7,723
0.91,5813,13.4,18.1,1821
0.93,5859,13.1,23.7,1391
0.93,6215,13.2,23.4,1367
0.93,6701,14.9,24.8,1314
0.93,6394,15.4,24.8,1264
0.93,5740,15.8,24.8,1239
0.95,7202,16.4,25.1,1180
0.7,1795,16.6,17.4,1159
0.94,7160,15.6,26.6,1220
0.84,3855,7.3,13.5,2050
0.92,5671,17.4,25.1,1232
0.94,6675,15.0,25.1,1220
0.93,6212,16.8,22.2,1361
0.94,7553,15.3,26.6,1290
0.94,7240,16.6,27.3,1247
0.95,7555,15.8,28.1,1149
0.95,7016,16.8,28.0,1097
0.95,6488,18.1,27.9,1093
0.95,7545,16.5,28.2,1133
0.95,7484,16.9,26.6,1113
0.95,7421,18.6,27.9,1090
0.96,7681,25.2,34.0,751
0.87,4309,8.9,15.2,2014
0.74,2257,19.2,20.1,1222
0.95,7707,18.7,29.4,1038
0.95,6683,19.5,30.6,957
0.96,7595,19.9,31.6,914
0.96,7107,19.3,31.7,897
0.96,6420,21.0,32.9,860
0.96,8327,21.9,34.1,808
0.97,8326,21.2,36.0,820
0.85,4333,7.6,13.5,2051
0.97,7665,34.9,49.0,533
0.82,3790,5.4,11.5,2202
0.84,4041,7.9,13.2,2094
0.84,4056,9.1,16.6,1821
0.82,3772,8.2,16.0,1817
0.53,894,9.9,11.0,837
0.72,1509,5.3,10.6,1443
0.83,4265,8.5,16.5,1767
0.84,4130,9.2,17.7,1712
0.53,993,10.1,11.5,867
0.88,4527,10.4,17.8,1734
0.66,2408,6.2,8.6,2249
0.97,7081,29.3,39.6,681
0.89,5454,10.5,19.0,1711
0.9,5591,10.7,19.1,1671
0.92,5946,12.5,21.9,1485
0.91,5550,11.8,20.9,1494
0.91,5264,12.0,20.7,1490
0.93,6082,14.5,25.2,1310
0.87,4702,9.1,17.6,1844
0.92,6448,14.2,23.5,1400
0.93,5763,14.3,23.0,1341
0.91,5936,17.2,22.1,1652
0.97,7227,28.0,38.3,664
0.93,6035,15.8,25.2,1237
0.93,6508,16.6,26.1,1223
0.93,6272,15.5,26.0,1203
0.94,5668,16.5,26.1,1148
0.95,6956,16.8,27.1,1104
0.93,6122,14.8,25.4,1244
0.94,6946,16.5,26.9,1159
0.83,3863,7.2,15.0,1950
0.94,6508,17.2,25.2,1165
0.93,6403,14.9,26.1,1242
0.97,7518,29.0,38.9,632
0.94,7232,16.8,30.1,1161
0.94,7062,17.1,29.9,1141
0.95,7176,18.3,30.2,1031
0.95,6809,18.7,30.1,1010
0.95,6405,19.3,27.5,1122
0.95,7318,18.3,30.4,1042
0.95,7231,17.7,28.4,1038
0.95,7219,21.1,29.3,1012
0.87,4346,8.3,16.6,1921
0.92,7032,22.4,25.7,1604
0.97,7280,28.5,38.6,625
0.95,7505,20.5,31.6,959
0.95,6538,20.9,32.7,889
0.96,7391,22.5,34.0,844
0.96,6956,22.3,33.2,822
0.96,6329,22.4,34.1,799
0.97,8037,24.3,37.5,744
0.97,7973,23.7,38.9,737
0.85,4244,8.1,15.8,1933
0.84,4068,7.8,15.3,2009
0.53,1002,7.3,9.5,975
0.97,6738,27.3,37.2,633
0.85,4081,9.1,17.9,1698
0.73,2626,10.3,13.4,1655
0.83,3932,8.5,16.9,1783
0.55,1156,7.5,9.3,1019
0.86,5468,11.1,17.9,1818
0.53,1080,13.1,14.8,852
0.89,5960,12.9,17.2,1780
0.65,1392,12.6,13.9,1096
0.9,6663,12.0,18.9,1629
0.9,6719,13.2,19.2,1706
0.97,8364,27.5,36.9,611
0.91,6992,15.1,21.7,1517
0.92,6523,15.2,21.9,1448
0.92,6157,15.6,21.7,1384
0.92,7323,18.3,22.9,1459
0.61,1317,10.6,11.6,1044
0.93,7125,17.9,24.7,1334
0.93,6529,16.6,22.9,1255
0.93,6586,18.0,26.1,1320
0.94,6816,17.7,24.8,1215
0.94,7190,19.1,26.7,1164
0.97,7307,28.4,40.2,659
0.93,6914,19.2,25.4,1213
0.93,6371,18.6,25.5,1150
0.94,7918,19.7,27.0,1132
0.94,6910,16.9,27.4,1147
0.94,7761,20.4,26.4,1208
0.85,5300,10.4,15.0,2075
0.94,7290,17.9,27.9,1043
0.92,6890,17.3,25.4,1377
0.94,8113,20.5,28.8,1170
0.94,7901,20.4,28.5,1147
0.97,8104,30.9,42.8,569
0.95,8290,20.4,29.4,1096
0.95,7669,21.7,30.0,1040
0.95,7028,19.4,28.7,1016
0.95,8082,22.6,28.2,1077
0.95,7892,21.7,29.3,1056
0.95,7800,21.8,30.6,935
0.63,1463,11.7,12.7,1059
0.95,7630,20.1,28.8,958
0.95,8082,24.7,31.6,968
0.95,7166,25.6,32.1,937
0.93,6151,18.5,24.8,1196
0.96,7903,25.2,35.7,795
0.96,7459,25.9,34.9,786
0.96,6879,24.5,36.0,746
0.96,8580,28.7,36.5,777
0.97,8772,27.2,37.5,755
0.7,1835,12.2,14.4,1181
0.71,2190,11.2,12.1,1447
0.87,5462,11.6,15.8,1947
0.86,5201,12.1,18.4,1701
0.85,5217,9.9,17.9,1859
0.97,7624,30.9,42.2,564
0.83,4779,11.1,16.1,1998
0.3,83,2.7,5.2,158
0.59,1381,9.6,10.7,1105
0.75,2888,7.6,12.5,1822
0.61,1362,11.3,12.8,1085
0.83,3773,9.1,13.5,2021
0.85,5041,9.4,13.6,2144
0.87,5375,10.2,15.4,2042
0.89,5777,12.2,16.3,1935
0.72,1925,9.1,11.5,1269
0.72,2827,7.8,9.2,2348
0.97,7812,28.1,40.8,695
0.88,4717,10.5,16.7,1790
0.89,5929,13.6,19.3,1814
0.76,2889,6.3,11.1,2179
0.89,6121,14.3,18.6,1772
0.91,5516,11.4,19.7,1562
0.68,1356,13.1,14.1,976
0.91,5679,13.2,21.6,1491
0.91,6288,14.7,21.2,1519
0.91,6066,14.1,20.3,1494
0.92,5426,15.4,21.6,1402
0.97,8460,29.7,39.8,639
0.93,7186,16.9,21.6,1437
0.92,5911,13.4,22.0,1469
0.92,7080,14.4,21.3,1521
0.76,2648,5.9,9.2,1957
0.93,6523,15.1,22.5,1338
0.59,1660,10.9,12.7,1212
0.92,7079,16.3,22.9,1562
0.91,7045,16.6,23.4,1576
0.93,7328,16.6,23.5,1440
0.93,6913,17.6,23.5,1328
0.97,8349,30.4,40.6,623
0.93,6187,17.0,23.6,1392
0.93,7587,17.7,24.8,1415
0.93,7284,18.5,23.8,1323
0.93,7223,17.7,23.3,1301
0.79,3397,7.4,10.9,2278
0.93,7012,16.3,22.6,1313
0.94,7518,20.0,25.5,1265
0.94,6508,20.6,26.6,1165
0.94,7351,21.7,28.7,1106
0.95,6915,21.1,29.2,999
0.97,8618,30.9,40.5,586
0.95,6246,21.5,29.8,949
0.96,8238,24.4,30.6,965
0.95,8179,23.5,30.8,999
0.8,3424,7.8,13.1,2032
0.77,2765,7.0,11.3,1910
0.79,3283,8.3,12.4,2061
0.48,896,8.8,10.4,910
0.72,2433,5.9,12.6,1657
0.75,2728,6.1,13.3,1806
0.75,1708,5.6,9.9,1608
0.97,8035,30.6,40.2,564
0.84,4472,8.0,16.0,1955
0.84,4244,9.7,17.4,1763
0.88,5167,9.0,17.8,1899
0.88,4727,10.3,17.6,1842
0.9,5911,10.0,18.2,1809
0.9,6083,10.9,17.7,1825
0.92,6493,12.4,19.8,1590
0.92,5936,10.4,21.5,1613
0.92,5558,11.6,21.9,1554
0.92,6769,12.7,21.1,1512
0.98,7358,32.6,43.4,555
0.81,3827,6.7,11.2,2304
0.92,6851,12.5,22.7,1525
0.93,6055,15.0,23.9,1335
0.93,5994,12.7,25.1,1419
0.94,6342,13.6,25.0,1357
0.93,6830,14.2,24.4,1332
0.94,6554,14.7,25.0,1287
0.93,5915,14.8,25.1,1282
0.95,7648,15.9,24.7,1202
0.93,6393,13.6,25.2,1359
0.98,8325,30.9,40.9,557
0.94,7525,14.8,24.9,1283
0.85,4389,7.7,14.0,2125
0.93,6920,15.5,24.0,1303
0.92,6547,14.3,21.1,1426
0.94,7997,14.8,25.1,1339
0.94,7741,15.1,24.6,1304
0.95,8084,15.8,27.2,1202
0.95,7429,16.7,27.3,1137
0.95,6614,15.7,27.2,1163
0.95,7676,16.1,25.9,1138
0.98,8353,30.7,40.7,559
0.95,7904,15.5,27.6,1166
0.95,7567,16.9,29.0,1056
0.87,4814,8.9,15.0,2084
0.95,7354,17.5,27.4,1126
0.95,7827,17.2,28.6,1066
0.95,6866,17.7,28.8,1021
0.96,7677,18.3,30.9,962
0.96,7251,18.6,31.1,937
0.95,6566,19.4,32.1,909
0.96,8486,20.4,33.1,838
0.98,8087,33.8,46.4,500
0.96,8784,22.0,33.1,851
0.84,4438,7.9,12.7,2205
0.85,4336,6.5,14.3,2196
0.86,4504,8.3,14.6,2079
0.83,4280,8.7,15.6,1878
0.83,4169,8.0,15.2,1906
0.84,4222,7.8,15.6,1984
0.72,1271,5.6,9.8,1336
0.82,4146,9.2,13.7,1969
0.83,4024,7.7,14.5,1880
0.94,6556,18.4,25.5,1130
0.87,4840,10.5,15.9,1933
0.89,4506,10.5,16.6,1831
0.9,5509,10.8,18.5,1771
0.9,5695,10.2,18.2,1758
0.92,6009,12.7,20.1,1566
0.91,5658,12.4,20.0,1604
0.91,5303,12.2,20.6,1554
0.92,6497,13.5,21.5,1477
0.68,1604,6.2,9.0,1388
0.93,6359,13.0,23.1,1467
0.72,2690,8.2,9.9,2146
0.98,7923,32.4,43.8,524
0.93,5811,14.0,22.8,1322
0.93,5780,13.0,23.4,1370
0.93,6101,14.2,23.6,1332
0.93,6637,15.1,24.7,1309
0.93,6351,15.3,24.9,1266
0.93,5716,15.6,24.3,1238
0.95,7179,16.4,25.1,1181
0.93,6144,14.5,24.3,1325
0.94,7233,15.1,25.9,1240
0.85,4000,7.5,13.7,2046
0.98,8317,34.5,45.7,499
0.94,6660,15.1,24.7,1255
0.93,6500,14.7,22.6,1398
0.94,7562,15.3,27.0,1296
0.94,7232,15.9,26.7,1251
0.95,7554,15.6,28.0,1152
0.95,7012,16.8,27.9,1101
0.95,6430,18.0,29.7,1075
